Date,Open,High,Low,Close,Adj Close,Volume
2021-07-09,1512.550049,1516.000000,1497.500000,1502.000000,1484.736938,5347921
2021-07-12,1502.000000,1502.000000,1484.000000,1487.000000,1469.909302,7229489
2021-07-13,1496.099976,1506.099976,1484.099976,1501.849976,1484.588623,9089071
2021-07-14,1497.500000,1507.349976,1491.099976,1499.150024,1481.919678,4894247
2021-07-15,1505.000000,1526.750000,1499.650024,1520.699951,1503.221924,5219401
2021-07-16,1527.949951,1529.949951,1518.800049,1522.349976,1504.853027,2585314
2021-07-19,1487.000000,1488.849976,1466.000000,1471.000000,1454.093262,12555800
2021-07-20,1442.000000,1454.000000,1436.150024,1443.150024,1426.563354,12087125
2021-07-22,1456.099976,1468.500000,1445.000000,1448.699951,1432.049438,6603557
2021-07-23,1451.500000,1457.449951,1435.300049,1442.750000,1426.167969,6563342
2021-07-26,1430.000000,1444.000000,1428.099976,1434.550049,1418.062256,6583583
2021-07-27,1436.099976,1449.900024,1436.099976,1439.750000,1423.202393,11200715
2021-07-28,1435.050049,1438.699951,1404.000000,1417.300049,1401.010498,10335171
2021-07-29,1428.250000,1429.949951,1413.300049,1418.250000,1401.949463,6851115
2021-07-30,1419.000000,1431.750000,1407.949951,1426.449951,1410.055176,5827744
2021-08-02,1435.000000,1435.000000,1416.250000,1422.650024,1406.298950,6629393
2021-08-03,1410.000000,1439.900024,1410.000000,1434.699951,1418.210449,6016560
2021-08-04,1441.000000,1474.500000,1440.000000,1465.300049,1448.458740,11026974
2021-08-05,1467.099976,1507.050049,1457.400024,1484.849976,1467.784058,9411204
2021-08-06,1483.550049,1500.000000,1474.000000,1492.650024,1475.494385,6669635
2021-08-09,1492.000000,1507.349976,1476.000000,1503.900024,1486.615112,5499024
2021-08-10,1489.000000,1519.750000,1489.000000,1507.650024,1490.322021,7419173
2021-08-11,1514.900024,1518.849976,1491.050049,1494.949951,1477.767944,6292893
2021-08-12,1497.000000,1507.599976,1489.300049,1501.400024,1484.143799,4298837
2021-08-13,1501.199951,1531.000000,1501.000000,1526.199951,1508.658691,8329214
2021-08-16,1526.150024,1535.000000,1521.449951,1530.599976,1513.008179,3126389
2021-08-17,1517.199951,1524.000000,1505.300049,1514.650024,1497.241577,4141333
2021-08-18,1556.699951,1565.349976,1508.349976,1513.000000,1495.610474,11492966
2021-08-20,1486.050049,1519.800049,1486.050049,1514.750000,1497.340454,6575203
2021-08-23,1529.849976,1533.150024,1508.650024,1524.599976,1507.077148,5421527
2021-08-24,1530.000000,1564.500000,1527.449951,1558.849976,1540.933472,9190657
2021-08-25,1552.099976,1564.800049,1548.000000,1557.400024,1539.500244,3863987
2021-08-26,1550.000000,1571.000000,1543.449951,1554.800049,1536.930176,5559501
2021-08-27,1552.000000,1558.650024,1545.250000,1548.449951,1530.653076,3191069
2021-08-30,1555.599976,1570.000000,1551.599976,1568.250000,1550.225464,4524583
2021-08-31,1563.500000,1583.349976,1562.199951,1581.400024,1563.224365,6031288
2021-09-01,1575.000000,1598.000000,1574.500000,1579.099976,1560.950806,6211279
2021-09-02,1574.099976,1592.000000,1571.250000,1589.000000,1570.737061,4809262
2021-09-03,1586.099976,1598.000000,1568.300049,1576.050049,1557.935913,5367667
2021-09-06,1579.949951,1580.949951,1561.949951,1565.699951,1547.704712,3938448
2021-09-07,1562.500000,1582.000000,1555.199951,1569.250000,1551.213989,3622748
2021-09-08,1571.949951,1580.500000,1565.599976,1576.400024,1558.281860,3362040
2021-09-09,1574.000000,1579.449951,1561.000000,1568.599976,1550.571411,4125474
2021-09-13,1562.000000,1584.000000,1553.650024,1555.550049,1537.671509,4479582
2021-09-14,1560.000000,1564.500000,1546.599976,1548.550049,1530.751953,4879253
2021-09-15,1535.000000,1554.800049,1535.000000,1546.800049,1529.022095,7411499
2021-09-16,1537.750000,1564.300049,1536.300049,1559.949951,1542.020874,5130275
2021-09-17,1569.000000,1589.000000,1559.199951,1582.150024,1563.965820,10249051
2021-09-20,1564.000000,1581.699951,1558.000000,1559.849976,1541.921997,4390805
2021-09-21,1562.000000,1568.650024,1528.949951,1551.949951,1534.112793,7387498
2021-09-22,1549.000000,1550.150024,1530.000000,1533.699951,1516.072510,5291101
2021-09-23,1542.000000,1572.000000,1542.000000,1570.000000,1551.955444,6832152
2021-09-24,1579.000000,1607.949951,1575.000000,1601.550049,1583.142822,10403351
2021-09-27,1615.699951,1635.500000,1608.000000,1625.099976,1606.422119,8207731
2021-09-28,1632.000000,1632.000000,1582.000000,1615.050049,1596.487671,6386895
2021-09-29,1597.000000,1606.599976,1585.150024,1593.849976,1575.531250,8131518
2021-09-30,1586.000000,1606.349976,1583.099976,1594.949951,1576.618530,7987674
2021-10-01,1583.000000,1589.000000,1565.250000,1582.699951,1564.509399,5564298
2021-10-04,1589.000000,1601.349976,1583.599976,1585.750000,1567.524414,3525514
2021-10-05,1592.000000,1597.500000,1576.250000,1595.449951,1577.112793,5128589
2021-10-06,1596.000000,1626.849976,1587.000000,1614.900024,1596.339355,9300415
2021-10-07,1626.599976,1627.699951,1607.000000,1610.500000,1591.989868,5632862
2021-10-08,1612.000000,1622.000000,1600.150024,1602.650024,1584.230103,3622781
