Date,Open,High,Low,Close,Adj Close,Volume
2022-04-18,512.000000,515.000000,504.000000,509.500000,501.670868,14492183
2022-04-19,513.250000,520.950012,505.100006,511.799988,503.935516,20362934
2022-04-20,512.000000,513.700012,507.000000,509.299988,501.473938,11881305
2022-04-21,513.400024,518.000000,512.200012,516.299988,508.366364,10035638
2022-04-22,512.900024,513.500000,499.000000,500.600006,492.907623,16760456
2022-04-25,495.000000,499.200012,490.049988,494.750000,487.147522,14057444
2022-04-26,499.000000,507.899994,498.450012,505.500000,497.732330,12137213
2022-04-27,500.000000,502.799988,491.850006,497.250000,489.609100,12367342
2022-04-28,499.149994,510.000000,496.500000,507.500000,499.701599,12154792
2022-04-29,508.100006,512.500000,494.000000,496.299988,488.673676,12894773
2022-05-02,492.649994,495.000000,481.299988,491.000000,483.455139,18590895
2022-05-04,492.000000,496.450012,477.500000,479.649994,472.279541,14645323
2022-05-05,485.000000,494.000000,478.649994,480.000000,472.624176,14130385
2022-05-06,471.000000,486.100006,471.000000,483.950012,476.513489,16710020
2022-05-09,477.100006,483.700012,473.799988,475.899994,468.587158,13544947
2022-05-10,477.000000,482.549988,473.500000,475.200012,467.897949,10884328
2022-05-11,475.250000,479.000000,463.649994,476.549988,469.227173,14771351
2022-05-12,473.000000,473.000000,456.350006,462.649994,455.540771,18947096
2022-05-13,469.450012,477.000000,439.750000,444.649994,437.817352,61403008
2022-05-16,445.000000,461.500000,438.850006,455.000000,448.008331,27940958
2022-05-17,458.299988,469.649994,456.149994,467.299988,460.119324,16880698
2022-05-18,467.899994,468.600006,457.100006,458.000000,450.962219,15644497
2022-05-19,449.049988,450.000000,444.450012,447.500000,440.623566,14201420
2022-05-20,454.850006,464.000000,454.149994,462.399994,455.294617,13596860
2022-05-23,463.100006,471.399994,459.500000,460.899994,453.817657,13499415
2022-05-24,462.399994,466.799988,460.200012,462.049988,454.949982,17175179
2022-05-25,461.000000,464.450012,452.049988,454.100006,454.100006,12728644
2022-05-26,456.850006,470.100006,452.500000,468.899994,468.899994,17055257
2022-05-27,471.399994,475.000000,467.500000,468.950012,468.950012,10977001
2022-05-30,473.000000,476.899994,471.100006,474.600006,474.600006,9365470
2022-05-31,474.000000,476.399994,465.000000,468.100006,468.100006,15441579
2022-06-01,468.000000,472.000000,464.700012,468.299988,468.299988,9424008
2022-06-02,466.899994,472.350006,466.149994,469.850006,469.850006,9370989
2022-06-03,473.250000,475.500000,463.500000,464.500000,464.500000,11306291
2022-06-06,464.200012,465.600006,456.500000,463.700012,463.700012,10661432
2022-06-07,461.850006,465.950012,460.500000,463.399994,463.399994,7672515
2022-06-08,466.600006,475.549988,463.200012,471.299988,471.299988,17168871
2022-06-09,468.950012,470.899994,462.450012,466.950012,466.950012,12635601
2022-06-10,462.000000,464.149994,458.600006,461.850006,461.850006,8621104
2022-06-13,454.000000,454.049988,442.100006,445.850006,445.850006,13426836
2022-06-14,445.000000,449.250000,443.350006,448.100006,448.100006,11351101
2022-06-15,448.950012,455.450012,448.600006,451.350006,451.350006,9920926
2022-06-16,455.149994,457.750000,440.149994,441.600006,441.600006,10780703
2022-06-17,440.000000,447.549988,437.250000,441.000000,441.000000,14326050
2022-06-20,441.500000,443.450012,430.700012,434.700012,434.700012,12368534
2022-06-21,439.500000,454.950012,437.600006,450.750000,450.750000,13801891
2022-06-22,448.750000,451.200012,444.649994,447.649994,447.649994,11066447
2022-06-23,449.000000,456.450012,446.000000,451.399994,451.399994,12229833
2022-06-24,455.799988,460.350006,453.200012,454.250000,454.250000,10833364
2022-06-27,459.950012,464.850006,458.049988,461.200012,461.200012,9509175
2022-06-28,458.899994,465.750000,458.000000,464.250000,464.250000,13261290
2022-06-29,460.000000,462.700012,458.000000,459.100006,459.100006,11800876
2022-06-30,459.000000,469.299988,458.600006,465.899994,465.899994,16926328
2022-07-01,463.350006,468.799988,460.549988,466.850006,466.850006,9405495
2022-07-04,466.850006,474.149994,466.850006,473.450012,473.450012,9186358
2022-07-05,475.149994,480.000000,471.000000,472.149994,472.149994,12003244
2022-07-06,475.149994,481.000000,473.899994,479.950012,479.950012,12059857
2022-07-07,484.000000,488.250000,481.600006,486.750000,486.750000,11497832
2022-07-08,489.000000,489.899994,485.149994,488.549988,488.549988,9057231
